DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments,Year,Latitude,Longitude
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,40,18980.95,6560.55,5682.95,2014,42.3306338,-71.2464373
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,59,29839.01695,9801.389831,8132.576271,2014,42.3362036,-71.1067408
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,24,10196.66667,10881.91667,9117.75,2014,42.349512,-71.063308
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,220119,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,54,19025.61111,7623.314815,6566.981481,2014,42.3016411,-71.1287817
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,25,9188.96,6830.28,4701.48,2014,42.373977,-71.1334327
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,54,11586.07407,8284.555556,6985.5,2014,42.3748024,-71.1042804
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,42,9177.595238,10130.30952,8710.5,2014,42.334447,-71.0740118
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,11,6070.090909,8057.545455,6558.272727,2014,42.3489582,-71.1476809
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,46,27684.08696,8300.521739,5881.130435,2014,42.3631542,-71.0688334
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,25,11554.04,8606.76,6774.76,2014,42.3396481,-71.1050255
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,15,16768.46667,5365.866667,4561.6,2014,42.3306338,-71.2464373
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,14,27194.28571,8397.285714,5439.571429,2014,42.3362036,-71.1067408
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,21,9251.904762,9330.857143,7809.809524,2014,42.349512,-71.063308
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,220119,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,24,16287.58333,6663.666667,4436.333333,2014,42.3016411,-71.1287817
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,37,19146.75676,12778.94595,11407.91892,2014,42.373977,-71.1334327
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,23,24553.47826,14906.65217,13290.26087,2014,42.3748024,-71.1042804
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,220017,CARNEY HOSPITAL,2100 DORCHESTER AVENUE,BOSTON,MA,14,12409.78571,13681.85714,12201,2014,42.2774915,-71.065494
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,33,18718.90909,17322.30303,15638.51515,2014,42.334447,-71.0740118
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,30,15982.86667,15348.56667,13170.43333,2014,42.3489582,-71.1476809
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,126,64103.81746,16418.2619,13750.30952,2014,42.3631542,-71.0688334
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,60,18064.1,15373.35,13112.45,2014,42.3396481,-71.1050255
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,16,34081.6875,10398.125,9714.125,2014,42.3306338,-71.2464373
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,77,61669.48052,15887.50649,13170.54545,2014,42.3362036,-71.1067408
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,43,20535.90698,16045.2093,13698.2093,2014,42.349512,-71.063308
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,220119,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,21,25018.95238,11023.09524,9942.619048,2014,42.3016411,-71.1287817
194 - SIMPLE PNEUMONIA & PLEURISY W CC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,73,11289.53425,8610.013699,7352.164384,2014,42.373977,-71.1334327
194 - SIMPLE PNEUMONIA & PLEURISY W CC,220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,69,12592.68116,10275.65217,8963.130435,2014,42.3748024,-71.1042804
194 - SIMPLE PNEUMONIA & PLEURISY W CC,220017,CARNEY HOSPITAL,2100 DORCHESTER AVENUE,BOSTON,MA,16,9040.25,10209.5,8600.5,2014,42.2774915,-71.065494
194 - SIMPLE PNEUMONIA & PLEURISY W CC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,64,13226.9375,13028.17188,11359.14063,2014,42.334447,-71.0740118
194 - SIMPLE PNEUMONIA & PLEURISY W CC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,41,7847.585366,10154.12195,8641.097561,2014,42.3489582,-71.1476809
194 - SIMPLE PNEUMONIA & PLEURISY W CC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,261,35530.18008,10512.68582,8361.095785,2014,42.3631542,-71.0688334
194 - SIMPLE PNEUMONIA & PLEURISY W CC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,112,14020.22321,10875.83929,9011.946429,2014,42.3396481,-71.1050255
194 - SIMPLE PNEUMONIA & PLEURISY W CC,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,70,16692.94286,7373.442857,6179.057143,2014,42.3306338,-71.2464373
194 - SIMPLE PNEUMONIA & PLEURISY W CC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,137,36595,10622.91971,8596.211679,2014,42.3362036,-71.1067408
194 - SIMPLE PNEUMONIA & PLEURISY W CC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,60,18354.23333,12182.05,9827.416667,2014,42.349512,-71.063308
194 - SIMPLE PNEUMONIA & PLEURISY W CC,220119,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,52,20359.96154,7892.211538,6757.480769,2014,42.3016411,-71.1287817
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,46,9458.130435,6446.434783,5113.934783,2014,42.373977,-71.1334327
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,28,9993,8184.714286,6953.607143,2014,42.3748024,-71.1042804
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,12,7223.75,7853.5,5633.166667,2014,42.3489582,-71.1476809
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,46,25906.08696,7858.021739,5897.73913,2014,42.3631542,-71.0688334
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,23,10357.91304,8403.304348,6349.391304,2014,42.3396481,-71.1050255
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,25,14188.48,5212.84,4147.88,2014,42.3306338,-71.2464373
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,220119,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,25,13228.6,6313.64,4753.52,2014,42.3016411,-71.1287817
196 - INTERSTITIAL LUNG DISEASE W MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,16,73160.75,18550.8125,15872.75,2014,42.3631542,-71.0688334
196 - INTERSTITIAL LUNG DISEASE W MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,22,68356.22727,19854.27273,17444.45455,2014,42.3362036,-71.1067408
197 - INTERSTITIAL LUNG DISEASE W CC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,12,38304,11495.16667,9701.833333,2014,42.3362036,-71.1067408
200 - PNEUMOTHORAX W CC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,12,40407,10653.25,8637.25,2014,42.3631542,-71.0688334
200 - PNEUMOTHORAX W CC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,22,37298.86364,10741.68182,8960.045455,2014,42.3362036,-71.1067408
202 - BRONCHITIS & ASTHMA W CC/MCC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,11,9674.363636,7828.545455,6823.272727,2014,42.373977,-71.1334327
202 - BRONCHITIS & ASTHMA W CC/MCC,220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,14,11149.07143,9747.071429,8485.357143,2014,42.3748024,-71.1042804
202 - BRONCHITIS & ASTHMA W CC/MCC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,38,10363.63158,11704.47368,10289.02632,2014,42.334447,-71.0740118
202 - BRONCHITIS & ASTHMA W CC/MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,29,34337.86207,9554.931034,7879.344828,2014,42.3631542,-71.0688334
202 - BRONCHITIS & ASTHMA W CC/MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,28,15299.96429,10314.07143,8374.642857,2014,42.3396481,-71.1050255
202 - BRONCHITIS & ASTHMA W CC/MCC,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,21,16602.28571,6536.714286,5703.952381,2014,42.3306338,-71.2464373
202 - BRONCHITIS & ASTHMA W CC/MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,19,41457.26316,9749.947368,7771.947368,2014,42.3362036,-71.1067408
202 - BRONCHITIS & ASTHMA W CC/MCC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,12,12204.33333,10831.58333,8850.333333,2014,42.349512,-71.063308
202 - BRONCHITIS & ASTHMA W CC/MCC,220119,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,22,19731.18182,7418.272727,6230.363636,2014,42.3016411,-71.1287817
203 - BRONCHITIS & ASTHMA W/O CC/MCC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,16,8989.9375,9419.0625,8065.5625,2014,42.334447,-71.0740118
203 - BRONCHITIS & ASTHMA W/O CC/MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,13,29144.07692,7344.461538,5114.538462,2014,42.3631542,-71.0688334
204 - RESPIRATORY SIGNS & SYMPTOMS,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,11,14975.63636,10007.27273,8391.545455,2014,42.334447,-71.0740118
204 - RESPIRATORY SIGNS & SYMPTOMS,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,17,40688.47059,7698.294118,6203.705882,2014,42.3631542,-71.0688334
204 - RESPIRATORY SIGNS & SYMPTOMS,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,18,20456.38889,8546.277778,6478.944444,2014,42.3396481,-71.1050255
204 - RESPIRATORY SIGNS & SYMPTOMS,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,11,16373.81818,5091.727273,4111.363636,2014,42.3306338,-71.2464373
204 - RESPIRATORY SIGNS & SYMPTOMS,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,18,43900.44444,8070.833333,6548.611111,2014,42.3362036,-71.1067408
205 - OTHER RESPIRATORY SYSTEM DIAGNOSES W MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,18,78413.94444,20609.55556,16230.33333,2014,42.3631542,-71.0688334
205 - OTHER RESPIRATORY SYSTEM DIAGNOSES W MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,11,25273.63636,15830.63636,13404.45455,2014,42.3396481,-71.1050255
205 - OTHER RESPIRATORY SYSTEM DIAGNOSES W MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,20,59178.5,15245.75,12511.45,2014,42.3362036,-71.1067408
206 - OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,15,10386.93333,6986.333333,5984.866667,2014,42.373977,-71.1334327
206 - OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,22,33625.63636,8657.818182,7029.454545,2014,42.3631542,-71.0688334
206 - OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,16,10806.5625,8923.1875,7390.4375,2014,42.3396481,-71.1050255
206 - OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,21,19093.71429,5792.095238,4928.095238,2014,42.3306338,-71.2464373
206 - OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,32,32183.71875,9416.09375,6764.96875,2014,42.3362036,-71.1067408
206 - OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,11,14044.09091,10265.09091,8522.272727,2014,42.349512,-71.063308
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,25,114458.4,65431.52,61071.64,2014,42.334447,-71.0740118
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,14,52261.42857,46614.92857,43921.5,2014,42.3489582,-71.1476809
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,47,195790,54312.48936,46479.19149,2014,42.3631542,-71.0688334
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,21,94612.2381,51405.52381,45976.04762,2014,42.3396481,-71.1050255
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,28,197652.0714,53742.78571,48531.32143,2014,42.3362036,-71.1067408
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,21,127248.2857,57648.80952,52803.7619,2014,42.349512,-71.063308
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,25,37643.12,20592.96,18759.16,2014,42.373977,-71.1334327
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,25,31614.6,21126.92,19507.32,2014,42.3748024,-71.1042804
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,35,36364,27524.54286,25438.51429,2014,42.334447,-71.0740118
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,19,30356.26316,23720.78947,21753.73684,2014,42.3489582,-71.1476809
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,71,94304.50704,24854.23944,21982.12676,2014,42.3631542,-71.0688334
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,72,48824.11111,25924.30556,21865.22222,2014,42.3396481,-71.1050255
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,20,69827.6,18687.45,16107.7,2014,42.3306338,-71.2464373
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,55,107934.0909,26134.05455,22547.01818,2014,42.3362036,-71.1067408
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,24,54815.25,26289.75,23266.95833,2014,42.349512,-71.063308
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,220119,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,13,63091.07692,19448.92308,17906.76923,2014,42.3016411,-71.1287817
216 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W MCC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,18,170751.8333,98635.61111,95213.72222,2014,42.3489582,-71.1476809
216 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,97,248595.1753,84083.5567,79779.09278,2014,42.3631542,-71.0688334
216 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,27,162005.4444,96616.07407,92009.77778,2014,42.3396481,-71.1050255
216 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,108,302695.1944,88763.58333,83643.77778,2014,42.3362036,-71.1067408
217 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W CC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,30,195718.1667,57173.06667,54485.6,2014,42.3631542,-71.0688334
217 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W CC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,19,105445.8421,62358.10526,58850.73684,2014,42.3396481,-71.1050255
217 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W CC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,62,220382.6613,60522.41935,54291.75806,2014,42.3362036,-71.1067408
218 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W/O CC/MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,15,79021.46667,54371.73333,51337.6,2014,42.3396481,-71.1050255
219 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W MCC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,66,107756.0455,77784.28788,75361.62121,2014,42.3489582,-71.1476809
219 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,102,245072.049,77552,70928.2549,2014,42.3631542,-71.0688334
219 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,47,135653.6383,77454.59574,71271.91489,2014,42.3396481,-71.1050255
219 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,194,226754.6134,71799.46907,67815.8866,2014,42.3362036,-71.1067408
219 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W MCC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,36,171761.8611,80095.72222,75164.05556,2014,42.349512,-71.063308
220 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,19,53719.31579,44547.57895,42759,2014,42.373977,-71.1334327
220 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,12,96062.08333,59218.83333,56174.75,2014,42.334447,-71.0740118
220 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,43,86293.09302,57205.37209,51528.18605,2014,42.3489582,-71.1476809
220 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,123,166931.3089,50550.05691,47361.19512,2014,42.3631542,-71.0688334
220 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,84,80113.5119,52247.94048,49639.08333,2014,42.3396481,-71.1050255
220 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,145,174674.8828,49573.73103,45817.26207,2014,42.3362036,-71.1067408
220 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,55,129831.5636,54957.21818,51588.32727,2014,42.349512,-71.063308
221 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W/O CC/MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,28,59536.57143,46814.03571,44416.17857,2014,42.3396481,-71.1050255
221 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W/O CC/MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,17,141267.8824,43711.52941,41547.17647,2014,42.3362036,-71.1067408
226 - CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,12,242363.5,71089.08333,66789.5,2014,42.3362036,-71.1067408
227 - CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W/O MCC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,18,71291.22222,59536.94444,55447.44444,2014,42.334447,-71.0740118
227 - CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W/O MCC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,16,88343.4375,52838.1875,49132.625,2014,42.3489582,-71.1476809
